problem,N,POP_SIZE,threads,avg_ms_par,best_fitness_last_run,avg_ms_ser,speedup,efficiency
Rastrigin,1000,100,4,1038.4,1.00412,5342.0,5.144453004622496,1.286113251155624
Rastrigin,1000,100,8,1037.8,1.00412,5342.0,5.147427249951821,0.6434284062439777
Rastrigin,1000,100,16,898.4,1.00412,5342.0,5.946126447016919,0.37163290293855744
Rastrigin,1000,100,20,1034.0,1.00412,5342.0,5.166344294003869,0.2583172147001934
Rastrigin,1000,200,1,6218.1,2.91038e-11,11016.9,1.7717469966710087,1.7717469966710087
Rastrigin,1000,200,2,3687.6,2.91038e-11,11016.9,2.9875528799219,1.49377643996095
Rastrigin,1000,200,4,2449.6,2.91038e-11,11016.9,4.497428151534945,1.1243570378837362
Rastrigin,1000,200,8,3105.3,2.91038e-11,11016.9,3.547773162013332,0.4434716452516665
Rastrigin,1000,200,16,3095.8,2.91038e-11,11016.9,3.5586601201628008,0.22241625751017505
Rastrigin,1000,200,20,2965.9,2.91038e-11,11016.9,3.7145217303348055,0.18572608651674027
Rastrigin,1000,500,1,17938.9,7.27596e-12,22402.7,1.248833540518092,1.248833540518092
Rastrigin,1000,500,2,8969.8,7.27596e-12,22402.7,2.4975696225110933,1.2487848112555466
Rastrigin,1000,500,4,5693.3,7.27596e-12,22402.7,3.9349235065779076,0.9837308766444769
Rastrigin,1000,500,8,7236.9,7.27596e-12,22402.7,3.0956210532133928,0.3869526316516741
Rastrigin,1000,500,16,5557.2,7.27596e-12,22402.7,4.0312927373497445,0.25195579608435903
Rastrigin,1000,500,20,4955.4,7.27596e-12,22402.7,4.520866125842516,0.2260433062921258
Rastrigin,1000,1000,1,36216.3,3.63798e-12,35407.8,0.9776757979141989,0.9776757979141989
Rastrigin,1000,1000,2,19445.9,3.63798e-12,35407.8,1.8208362688278763,0.9104181344139382
Rastrigin,1000,1000,4,14163.4,3.63798e-12,35407.8,2.499950576838895,0.6249876442097237
Rastrigin,1000,1000,8,15793.3,3.63798e-12,35407.8,2.2419507006135517,0.28024383757669397
Rastrigin,1000,1000,16,14323.9,3.63798e-12,35407.8,2.471938508367135,0.15449615677294593
Rastrigin,1000,1000,20,12013.9,3.63798e-12,35407.8,2.947236118163128,0.1473618059081564
